        20000        11 
  3.523E-02  5.637E-05  1.564E+23  1.421E+03  1.421E+03  5.000E-01  9.990E-01  0.000E+00  5.740E-07  7.500E-01  2.500E-01
  3.523E-02  2.640E-04  1.452E+23  1.290E+03  1.290E+03  5.000E-01  9.990E-01  0.000E+00  5.740E-07  7.500E-01  2.500E-01
  3.523E-02  4.715E-04  1.246E+23  1.410E+03  1.410E+03  5.000E-01  9.990E-01  0.000E+00  5.740E-07  7.500E-01  2.500E-01
  3.523E-02  6.792E-04  9.882E+22  1.456E+03  1.457E+03  5.000E-01  9.990E-01  0.000E+00  5.740E-07  7.500E-01  2.500E-01
  3.523E-02  8.870E-04  7.266E+22  1.424E+03  1.424E+03  5.000E-01  9.990E-01  0.000E+00  5.732E-07  7.500E-01  2.500E-01
  3.523E-02  1.094E-03  4.923E+22  1.271E+03  1.271E+03  5.000E-01  9.990E-01  0.000E+00  5.715E-07  7.500E-01  2.500E-01
  3.523E-02  1.302E-03  2.953E+22  1.416E+03  1.416E+03  5.000E-01  9.990E-01  0.000E+00  5.665E-07  7.500E-01  2.500E-01
  3.523E-02  1.509E-03  1.637E+22  1.426E+03  1.426E+03  5.000E-01  9.990E-01  0.000E+00  5.574E-07  7.500E-01  2.500E-01
  3.523E-02  1.717E-03  8.062E+21  1.276E+03  1.276E+03  5.000E-01  9.990E-01  0.000E+00  5.445E-07  7.500E-01  2.500E-01
  3.523E-02  1.924E-03  3.626E+21  1.280E+03  1.280E+03  5.000E-01  9.990E-01  0.000E+00  5.287E-07  7.500E-01  2.500E-01
  3.523E-02  2.132E-03  1.703E+21  1.308E+03  1.309E+03  5.000E-01  9.990E-01  0.000E+00  5.070E-07  7.500E-01  2.500E-01
  3.523E-02  2.340E-03  5.700E+20  1.424E+03  1.426E+03  5.000E-01  9.990E-01  0.000E+00  4.865E-07  7.500E-01  2.500E-01
  3.523E-02  2.547E-03  2.011E+20  1.386E+03  1.382E+03  5.000E-01  9.990E-01  0.000E+00  4.734E-07  7.500E-01  2.500E-01
  3.523E-02  2.755E-03  5.758E+19  1.386E+03  1.365E+03  5.000E-01  9.990E-01  0.000E+00  5.506E-07  7.500E-01  2.500E-01
  3.523E-02  2.963E-03  1.571E+19  1.428E+03  1.334E+03  5.000E-01  9.990E-01  0.000E+00  5.738E-07  7.500E-01  2.500E-01
  3.523E-02  3.170E-03  4.146E+18  1.675E+03  1.482E+03  5.000E-01  9.990E-01  0.000E+00  5.706E-07  7.500E-01  2.500E-01
  3.523E-02  3.378E-03  1.017E+18  1.873E+03  1.620E+03  4.989E-01  9.990E-01  0.000E+00  5.740E-07  7.500E-01  2.500E-01
  3.523E-02  3.586E-03  2.792E+17  1.978E+03  1.699E+03  4.417E-02  9.990E-01  0.000E+00  9.161E-09  7.500E-01  2.500E-01
  3.523E-02  3.793E-03  7.643E+16  2.071E+03  1.781E+03  1.881E-08  9.990E-01  0.000E+00  5.766E-17  7.500E-01  2.500E-01
  3.523E-02  4.001E-03  1.251E+16  2.084E+03  1.782E+03  1.208E-09  9.990E-01  0.000E+00  7.603E-20  7.500E-01  2.500E-01
  3.523E-02  4.208E-03  3.922E+15  2.117E+03  1.815E+03  3.276E-10  9.990E-01  0.000E+00  2.012E-21  7.500E-01  2.500E-01
  3.523E-02  4.416E-03  7.689E+14  2.125E+03  1.819E+03  6.108E-11  9.990E-01  0.000E+00  1.440E-23  7.500E-01  2.500E-01
  3.523E-02  4.623E-03  1.022E+14  2.133E+03  1.824E+03  8.041E-12  9.990E-01  0.000E+00  3.382E-26  7.500E-01  2.500E-01
  3.523E-02  4.831E-03  1.663E+13  2.106E+03  1.790E+03  1.309E-12  9.990E-01  0.000E+00  1.386E-28  7.500E-01  2.500E-01
  3.523E-02  5.038E-03  3.481E+12  2.110E+03  1.792E+03  2.743E-13  9.990E-01  0.000E+00  1.283E-30  7.500E-01  2.500E-01
  3.523E-02  5.246E-03  3.589E+11  2.109E+03  1.792E+03  2.833E-14  9.990E-01  0.000E+00  1.404E-33  7.500E-01  2.500E-01
  3.523E-02  5.453E-03  4.558E+10  2.109E+03  1.790E+03  3.603E-15  9.990E-01  0.000E+00  2.880E-36  7.500E-01  2.500E-01
  3.523E-02  5.661E-03  7.711E+09  2.106E+03  1.786E+03  6.107E-16  9.990E-01  0.000E+00  1.393E-38  7.500E-01  2.500E-01
  3.523E-02  5.869E-03  6.326E+08  2.093E+03  1.777E+03  5.019E-17  9.990E-01  0.000E+00  7.546E-42  7.500E-01  2.500E-01
  3.523E-02  6.076E-03  9.370E+07  2.092E+03  1.774E+03  7.442E-18  9.990E-01  0.000E+00  2.458E-44  7.500E-01  2.500E-01
  3.523E-02  6.284E-03  5.187E+06  2.095E+03  1.772E+03  4.118E-19  9.990E-01  0.000E+00  4.199E-48  7.500E-01  2.500E-01
  3.523E-02  6.491E-03  4.566E+05  2.085E+03  1.765E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  6.698E-03  5.075E+04  2.086E+03  1.762E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  6.905E-03  2.239E+03  2.080E+03  1.754E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  7.112E-03  2.248E+02  2.073E+03  1.748E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  7.320E-03  8.040E+00  2.070E+03  1.744E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  7.527E-03  6.709E-01  2.065E+03  1.742E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  7.734E-03  1.495E-02  2.063E+03  1.740E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  7.948E-03  4.600E-04  2.060E+03  1.736E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  8.155E-03  1.554E-05  2.058E+03  1.733E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  8.362E-03  1.199E-06  2.054E+03  1.727E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  8.570E-03  3.974E-08  2.052E+03  1.724E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  8.777E-03  9.549E-10  2.052E+03  1.724E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  8.984E-03  3.518E-11  2.036E+03  1.709E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  9.191E-03  7.345E-13  2.034E+03  1.707E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  9.399E-03  1.582E-14  2.031E+03  1.705E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  9.606E-03  2.648E-16  2.031E+03  1.704E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  9.813E-03  4.312E-18  2.031E+03  1.702E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  1.002E-02  5.601E-20  2.029E+03  1.701E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  1.023E-02  7.501E-22  2.028E+03  1.699E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
  3.523E-02  1.043E-02  6.092E-24  2.025E+03  1.694E+03  1.000E-99  9.990E-01  0.000E+00  1.000E-99  7.500E-01  2.500E-01
