ROW NUMBER=20000 (cgs units)
Nr=100
Nz=200
r[cm],z/r,z[cm],n_H[cm**-3],Tgas[K],tauv_star,tauv_zup,tauv_zdn,dtauv_z,Tdust[K]
 2.170E+15, 8.618E-01, 1.870E+15, 4.293E-01, 6.459E+01, 4.781E-09, 1.537E-10, 1.462E+00, 8.170E-11, 2.800E+01
 2.170E+15, 8.677E-01, 1.883E+15, 1.499E-01, 6.453E+01, 1.570E-09, 7.202E-11, 1.462E+00, 2.854E-11, 2.797E+01
 2.170E+15, 8.736E-01, 1.896E+15, 1.499E-01, 6.453E+01, 1.570E-09, 4.348E-11, 1.462E+00, 2.854E-11, 2.797E+01
 2.170E+15, 8.795E-01, 1.909E+15, 6.197E-02, 6.401E+01, 6.324E-10, 1.494E-11, 1.462E+00, 1.179E-11, 2.774E+01
 2.170E+15, 8.854E-01, 1.921E+15, 7.352E-03, 6.397E+01, 6.973E-11, 3.151E-12, 1.462E+00, 1.399E-12, 2.772E+01
 2.170E+15, 8.913E-01, 1.934E+15, 7.352E-03, 6.397E+01, 6.973E-11, 1.752E-12, 1.462E+00, 1.399E-12, 2.772E+01
 2.170E+15, 8.971E-01, 1.947E+15, 8.251E-04, 6.392E+01, 7.373E-12, 3.529E-13, 1.462E+00, 1.570E-13, 2.769E+01
 2.170E+15, 9.030E-01, 1.960E+15, 8.251E-04, 6.392E+01, 7.373E-12, 1.959E-13, 1.462E+00, 1.570E-13, 2.769E+01
 2.170E+15, 9.089E-01, 1.973E+15, 9.418E-05, 6.382E+01, 8.600E-13, 3.888E-14, 1.462E+00, 1.792E-14, 2.764E+01
 2.170E+15, 9.148E-01, 1.985E+15, 9.418E-05, 6.382E+01, 8.600E-13, 2.095E-14, 1.462E+00, 1.792E-14, 2.764E+01
 2.170E+15, 9.207E-01, 1.998E+15, 1.536E-05, 6.327E+01, 1.366E-13, 3.029E-15, 1.462E+00, 2.924E-15, 2.740E+01
 2.170E+15, 9.266E-01, 2.011E+15, 2.707E-07, 6.311E+01, 2.101E-15, 1.049E-16, 1.462E+00, 5.152E-17, 2.737E+01
 2.170E+15, 9.325E-01, 2.024E+15, 2.707E-07, 6.311E+01, 2.101E-15, 5.339E-17, 1.462E+00, 5.152E-17, 2.737E+01
 2.170E+15, 9.384E-01, 2.037E+15, 4.892E-09, 6.295E+01, 3.328E-17, 1.867E-18, 1.462E+00, 9.311E-19, 2.734E+01
 2.170E+15, 9.443E-01, 2.049E+15, 4.892E-09, 6.295E+01, 3.328E-17, 9.360E-19, 1.462E+00, 9.311E-19, 2.734E+01
 2.170E+15, 9.502E-01, 2.062E+15, 1.295E-11, 6.292E+01, 9.616E-20, 4.938E-21, 1.462E+00, 2.464E-21, 2.733E+01
 2.170E+15, 9.561E-01, 2.075E+15, 1.295E-11, 6.292E+01, 9.616E-20, 2.474E-21, 1.462E+00, 2.464E-21, 2.733E+01
 2.170E+15, 9.620E-01, 2.088E+15, 5.181E-14, 6.246E+01, 4.172E-22, 9.860E-24, 1.462E+00, 9.860E-24, 2.712E+01
 2.170E+15, 9.678E-01, 2.100E+15, 1.832E-22, 6.242E+01, 1.212E-30, 6.973E-32, 1.462E+00, 3.487E-32, 2.709E+01
 2.170E+15, 9.737E-01, 2.113E+15, 1.832E-22, 6.242E+01, 1.212E-30, 3.487E-32, 1.462E+00, 3.487E-32, 2.709E+01
 2.170E+15, 9.796E-01, 2.126E+15, 2.662E-31, 6.238E+01, 1.406E-39, 1.013E-40, 1.462E+00, 5.065E-41, 2.706E+01
 2.170E+15, 9.855E-01, 2.139E+15, 2.662E-31, 6.238E+01, 1.406E-39, 5.065E-41, 1.462E+00, 5.065E-41, 2.706E+01
 2.170E+15, 9.914E-01, 2.152E+15, 7.473E-154, 6.229E+01, 7.558E-170, 2.844E-163, 1.462E+00, 1.422E-163, 2.704E+01
 2.170E+15, 9.973E-01, 2.164E+15, 7.473E-154, 6.229E+01, 7.558E-170, 1.422E-163, 1.462E+00, 1.422E-163, 2.704E+01
 2.170E+15, 1.003E+00, 2.177E+15, 5.199E-277, 6.178E+01, 1.000E-300, 2.968E-285, 1.462E+00, 9.894E-287, 2.683E+01
 2.170E+15, 1.009E+00, 2.190E+15, 5.199E-277, 6.178E+01, 1.000E-300, 2.869E-285, 1.462E+00, 9.894E-287, 2.683E+01
 2.170E+15, 1.015E+00, 2.203E+15, 5.199E-277, 6.165E+01, 1.000E-300, 2.770E-285, 1.462E+00, 9.894E-287, 2.679E+01
 2.170E+15, 1.021E+00, 2.216E+15, 5.199E-277, 6.165E+01, 1.000E-300, 2.671E-285, 1.462E+00, 9.894E-287, 2.679E+01
 2.170E+15, 1.027E+00, 2.228E+15, 5.199E-277, 6.153E+01, 1.000E-300, 2.572E-285, 1.462E+00, 9.894E-287, 2.675E+01
 2.170E+15, 1.033E+00, 2.241E+15, 5.199E-277, 6.153E+01, 1.000E-300, 2.474E-285, 1.462E+00, 9.894E-287, 2.675E+01
 2.170E+15, 1.039E+00, 2.254E+15, 5.199E-277, 6.146E+01, 1.000E-300, 2.375E-285, 1.462E+00, 9.894E-287, 2.670E+01
 2.170E+15, 1.044E+00, 2.267E+15, 5.199E-277, 6.146E+01, 1.000E-300, 2.276E-285, 1.462E+00, 9.894E-287, 2.670E+01
 2.170E+15, 1.050E+00, 2.279E+15, 5.199E-277, 6.096E+01, 1.000E-300, 2.177E-285, 1.462E+00, 9.894E-287, 2.646E+01
 2.170E+15, 1.056E+00, 2.292E+15, 5.199E-277, 6.086E+01, 1.000E-300, 2.078E-285, 1.462E+00, 9.894E-287, 2.643E+01
 2.170E+15, 1.062E+00, 2.305E+15, 5.199E-277, 6.086E+01, 1.000E-300, 1.979E-285, 1.462E+00, 9.894E-287, 2.643E+01
 2.170E+15, 1.068E+00, 2.318E+15, 5.199E-277, 6.086E+01, 1.000E-300, 1.880E-285, 1.462E+00, 9.894E-287, 2.643E+01
 2.170E+15, 1.074E+00, 2.331E+15, 5.199E-277, 6.075E+01, 1.000E-300, 1.781E-285, 1.462E+00, 9.894E-287, 2.639E+01
 2.170E+15, 1.080E+00, 2.343E+15, 5.199E-277, 6.075E+01, 1.000E-300, 1.682E-285, 1.462E+00, 9.894E-287, 2.639E+01
 2.170E+15, 1.086E+00, 2.356E+15, 5.199E-277, 6.067E+01, 1.000E-300, 1.583E-285, 1.462E+00, 9.894E-287, 2.635E+01
 2.170E+15, 1.092E+00, 2.369E+15, 5.199E-277, 6.067E+01, 1.000E-300, 1.484E-285, 1.462E+00, 9.894E-287, 2.635E+01
 2.170E+15, 1.097E+00, 2.382E+15, 5.199E-277, 6.017E+01, 1.000E-300, 1.385E-285, 1.462E+00, 9.894E-287, 2.613E+01
 2.170E+15, 1.103E+00, 2.395E+15, 5.199E-277, 6.017E+01, 1.000E-300, 1.286E-285, 1.462E+00, 9.894E-287, 2.613E+01
 2.170E+15, 1.109E+00, 2.407E+15, 5.199E-277, 6.000E+01, 1.000E-300, 1.187E-285, 1.462E+00, 9.894E-287, 2.607E+01
 2.170E+15, 1.115E+00, 2.420E+15, 5.199E-277, 6.000E+01, 1.000E-300, 1.088E-285, 1.462E+00, 9.894E-287, 2.607E+01
 2.170E+15, 1.121E+00, 2.433E+15, 5.199E-277, 5.982E+01, 1.000E-300, 9.894E-286, 1.462E+00, 9.894E-287, 2.602E+01
 2.170E+15, 1.127E+00, 2.446E+15, 5.199E-277, 5.982E+01, 1.000E-300, 8.905E-286, 1.462E+00, 9.894E-287, 2.602E+01
 2.170E+15, 1.133E+00, 2.458E+15, 5.199E-277, 5.933E+01, 1.000E-300, 7.915E-286, 1.462E+00, 9.894E-287, 2.580E+01
 2.170E+15, 1.139E+00, 2.471E+15, 5.199E-277, 5.933E+01, 1.000E-300, 6.926E-286, 1.462E+00, 9.894E-287, 2.580E+01
 2.170E+15, 1.145E+00, 2.484E+15, 5.199E-277, 5.925E+01, 1.000E-300, 5.937E-286, 1.462E+00, 9.894E-287, 2.576E+01
 2.170E+15, 1.150E+00, 2.497E+15, 5.199E-277, 5.925E+01, 1.000E-300, 4.947E-286, 1.462E+00, 9.894E-287, 2.576E+01
 2.170E+15, 1.156E+00, 2.510E+15, 5.199E-277, 5.911E+01, 1.000E-300, 3.958E-286, 1.462E+00, 9.894E-287, 2.568E+01
 2.170E+15, 1.162E+00, 2.522E+15, 5.199E-277, 5.911E+01, 1.000E-300, 2.968E-286, 1.462E+00, 9.894E-287, 2.568E+01
 2.170E+15, 1.168E+00, 2.535E+15, 5.199E-277, 5.897E+01, 1.000E-300, 1.979E-286, 1.462E+00, 9.894E-287, 2.560E+01
 2.170E+15, 1.174E+00, 2.548E+15, 5.199E-277, 5.897E+01, 1.000E-300, 9.894E-287, 1.462E+00, 9.894E-287, 2.560E+01
 2.391E+15, 1.600E-03, 3.825E+12, 8.426E+07, 2.145E+01, 2.251E+06, 5.147E-01, 5.324E-01, 1.767E-02, 1.853E+01
 2.391E+15, 7.492E-03, 1.791E+13, 8.400E+07, 2.152E+01, 2.111E+06, 4.970E-01, 5.500E-01, 1.761E-02, 1.854E+01
 2.391E+15, 1.338E-02, 3.200E+13, 8.367E+07, 2.156E+01, 1.814E+06, 4.794E-01, 5.675E-01, 1.754E-02, 1.858E+01
 2.391E+15, 1.928E-02, 4.608E+13, 8.311E+07, 2.160E+01, 1.447E+06, 4.619E-01, 5.849E-01, 1.742E-02, 1.856E+01
 2.391E+15, 2.517E-02, 6.017E+13, 8.259E+07, 2.153E+01, 1.063E+06, 4.444E-01, 6.022E-01, 1.732E-02, 1.852E+01
 2.391E+15, 3.106E-02, 7.425E+13, 8.197E+07, 2.157E+01, 7.304E+05, 4.271E-01, 6.194E-01, 1.719E-02, 1.855E+01
 2.391E+15, 3.695E-02, 8.834E+13, 8.090E+07, 2.167E+01, 4.627E+05, 4.099E-01, 6.364E-01, 1.696E-02, 1.860E+01
 2.391E+15, 4.284E-02, 1.024E+14, 7.970E+07, 2.168E+01, 2.757E+05, 3.930E-01, 6.531E-01, 1.671E-02, 1.862E+01
 2.391E+15, 4.873E-02, 1.165E+14, 7.849E+07, 2.166E+01, 1.550E+05, 3.763E-01, 6.696E-01, 1.646E-02, 1.860E+01
 2.391E+15, 5.463E-02, 1.306E+14, 7.706E+07, 2.177E+01, 8.395E+04, 3.598E-01, 6.857E-01, 1.616E-02, 1.865E+01
 2.391E+15, 6.052E-02, 1.447E+14, 7.579E+07, 2.189E+01, 4.873E+04, 3.437E-01, 7.016E-01, 1.589E-02, 1.873E+01
 2.391E+15, 6.641E-02, 1.588E+14, 7.380E+07, 2.198E+01, 2.382E+04, 3.278E-01, 7.171E-01, 1.547E-02, 1.875E+01
 2.391E+15, 7.230E-02, 1.729E+14, 7.203E+07, 2.209E+01, 1.298E+04, 3.123E-01, 7.322E-01, 1.510E-02, 1.881E+01
 2.391E+15, 7.819E-02, 1.869E+14, 7.000E+07, 2.217E+01, 6.777E+03, 2.972E-01, 7.469E-01, 1.467E-02, 1.882E+01
 2.391E+15, 8.408E-02, 2.010E+14, 6.823E+07, 2.217E+01, 4.346E+03, 2.825E-01, 7.612E-01, 1.431E-02, 1.893E+01
 2.391E+15, 8.998E-02, 2.151E+14, 6.646E+07, 2.235E+01, 2.715E+03, 2.682E-01, 7.751E-01, 1.393E-02, 1.892E+01
 2.391E+15, 9.587E-02, 2.292E+14, 6.460E+07, 2.236E+01, 1.721E+03, 2.543E-01, 7.886E-01, 1.354E-02, 1.893E+01
 2.391E+15, 1.018E-01, 2.433E+14, 6.233E+07, 2.255E+01, 1.220E+03, 2.407E-01, 8.017E-01, 1.307E-02, 1.903E+01
 2.391E+15, 1.077E-01, 2.574E+14, 6.026E+07, 2.269E+01, 8.709E+02, 2.277E-01, 8.143E-01, 1.263E-02, 1.904E+01
 2.391E+15, 1.135E-01, 2.715E+14, 5.805E+07, 2.272E+01, 6.264E+02, 2.150E-01, 8.265E-01, 1.217E-02, 1.911E+01
 2.391E+15, 1.194E-01, 2.855E+14, 5.991E+07, 2.284E+01, 4.827E+02, 2.029E-01, 8.391E-01, 1.256E-02, 1.921E+01
 2.391E+15, 1.253E-01, 2.996E+14, 5.865E+07, 2.309E+01, 3.728E+02, 1.903E-01, 8.514E-01, 1.230E-02, 1.931E+01
 2.391E+15, 1.312E-01, 3.137E+14, 5.590E+07, 2.321E+01, 2.871E+02, 1.780E-01, 8.631E-01, 1.172E-02, 1.940E+01
 2.391E+15, 1.371E-01, 3.278E+14, 5.373E+07, 2.339E+01, 2.330E+02, 1.663E-01, 8.744E-01, 1.126E-02, 1.947E+01
 2.391E+15, 1.430E-01, 3.419E+14, 5.140E+07, 2.353E+01, 1.876E+02, 1.550E-01, 8.851E-01, 1.078E-02, 1.952E+01
 2.391E+15, 1.489E-01, 3.560E+14, 4.847E+07, 2.367E+01, 1.490E+02, 1.443E-01, 8.953E-01, 1.016E-02, 1.965E+01
 2.391E+15, 1.548E-01, 3.701E+14, 4.642E+07, 2.399E+01, 1.246E+02, 1.341E-01, 9.050E-01, 9.732E-03, 1.971E+01
 2.391E+15, 1.607E-01, 3.841E+14, 4.400E+07, 2.411E+01, 1.019E+02, 1.244E-01, 9.142E-01, 9.225E-03, 1.980E+01
 2.391E+15, 1.666E-01, 3.982E+14, 4.186E+07, 2.436E+01, 8.486E+01, 1.151E-01, 9.230E-01, 8.777E-03, 1.986E+01
 2.391E+15, 1.725E-01, 4.123E+14, 3.942E+07, 2.463E+01, 7.042E+01, 1.064E-01, 9.313E-01, 8.266E-03, 2.001E+01
 2.391E+15, 1.784E-01, 4.264E+14, 3.375E+07, 2.457E+01, 5.656E+01, 9.809E-02, 9.384E-01, 7.077E-03, 2.004E+01
 2.391E+15, 1.842E-01, 4.405E+14, 3.199E+07, 2.489E+01, 4.758E+01, 9.101E-02, 9.451E-01, 6.707E-03, 2.018E+01
 2.391E+15, 1.901E-01, 4.546E+14, 3.035E+07, 2.532E+01, 4.024E+01, 8.431E-02, 9.514E-01, 6.363E-03, 2.027E+01
 2.391E+15, 1.960E-01, 4.687E+14, 2.812E+07, 2.573E+01, 3.349E+01, 7.794E-02, 9.573E-01, 5.896E-03, 2.041E+01
 2.391E+15, 2.019E-01, 4.827E+14, 2.654E+07, 2.584E+01, 2.869E+01, 7.205E-02, 9.629E-01, 5.564E-03, 2.045E+01
 2.391E+15, 2.078E-01, 4.968E+14, 2.419E+07, 2.695E+01, 2.371E+01, 6.648E-02, 9.680E-01, 5.072E-03, 2.076E+01
 2.391E+15, 2.137E-01, 5.109E+14, 2.242E+07, 2.780E+01, 2.048E+01, 6.141E-02, 9.727E-01, 4.701E-03, 2.091E+01
 2.391E+15, 2.196E-01, 5.250E+14, 1.998E+07, 2.930E+01, 1.701E+01, 5.671E-02, 9.769E-01, 4.189E-03, 2.110E+01
 2.391E+15, 2.255E-01, 5.391E+14, 1.843E+07, 3.233E+01, 1.441E+01, 5.252E-02, 9.807E-01, 3.865E-03, 2.147E+01
 2.391E+15, 2.314E-01, 5.532E+14, 1.636E+07, 3.390E+01, 1.227E+01, 4.866E-02, 9.841E-01, 3.429E-03, 2.173E+01
 2.391E+15, 2.373E-01, 5.673E+14, 1.545E+07, 3.558E+01, 1.099E+01, 4.523E-02, 9.874E-01, 3.240E-03, 2.198E+01
 2.391E+15, 2.432E-01, 5.813E+14, 1.398E+07, 3.789E+01, 9.524E+00, 4.199E-02, 9.903E-01, 2.930E-03, 2.231E+01
 2.391E+15, 2.491E-01, 5.954E+14, 1.272E+07, 3.986E+01, 8.357E+00, 3.906E-02, 9.930E-01, 2.667E-03, 2.267E+01
 2.391E+15, 2.549E-01, 6.095E+14, 1.157E+07, 4.194E+01, 7.332E+00, 3.639E-02, 9.954E-01, 2.425E-03, 2.305E+01
 2.391E+15, 2.608E-01, 6.236E+14, 1.060E+07, 4.392E+01, 6.479E+00, 3.397E-02, 9.976E-01, 2.222E-03, 2.347E+01
 2.391E+15, 2.667E-01, 6.377E+14, 9.705E+06, 4.597E+01, 5.725E+00, 3.174E-02, 9.997E-01, 2.035E-03, 2.389E+01
 2.391E+15, 2.726E-01, 6.518E+14, 9.019E+06, 4.758E+01, 5.101E+00, 2.971E-02, 1.002E+00, 1.891E-03, 2.426E+01
 2.391E+15, 2.785E-01, 6.659E+14, 7.722E+06, 4.887E+01, 4.558E+00, 2.782E-02, 1.003E+00, 1.619E-03, 2.446E+01
 2.391E+15, 2.844E-01, 6.799E+14, 7.215E+06, 5.027E+01, 4.085E+00, 2.620E-02, 1.005E+00, 1.513E-03, 2.479E+01
 2.391E+15, 2.903E-01, 6.940E+14, 6.741E+06, 5.170E+01, 3.660E+00, 2.469E-02, 1.006E+00, 1.413E-03, 2.512E+01
 2.391E+15, 2.962E-01, 7.081E+14, 6.329E+06, 5.293E+01, 3.293E+00, 2.327E-02, 1.007E+00, 1.327E-03, 2.545E+01
 2.391E+15, 3.021E-01, 7.222E+14, 5.942E+06, 5.419E+01, 2.962E+00, 2.195E-02, 1.009E+00, 1.246E-03, 2.579E+01
 2.391E+15, 3.080E-01, 7.363E+14, 5.777E+06, 5.525E+01, 2.670E+00, 2.070E-02, 1.010E+00, 1.211E-03, 2.608E+01
 2.391E+15, 3.139E-01, 7.504E+14, 5.616E+06, 5.634E+01, 2.407E+00, 1.949E-02, 1.011E+00, 1.177E-03, 2.638E+01
 2.391E+15, 3.198E-01, 7.645E+14, 5.296E+06, 5.732E+01, 2.164E+00, 1.831E-02, 1.012E+00, 1.110E-03, 2.664E+01
 2.391E+15, 3.256E-01, 7.785E+14, 4.994E+06, 5.832E+01, 1.945E+00, 1.720E-02, 1.013E+00, 1.047E-03, 2.690E+01
 2.391E+15, 3.315E-01, 7.926E+14, 4.682E+06, 5.920E+01, 1.748E+00, 1.615E-02, 1.014E+00, 9.815E-04, 2.714E+01
 2.391E+15, 3.374E-01, 8.067E+14, 4.389E+06, 6.010E+01, 1.570E+00, 1.517E-02, 1.015E+00, 9.201E-04, 2.739E+01
 2.391E+15, 3.433E-01, 8.208E+14, 4.154E+06, 6.079E+01, 1.417E+00, 1.425E-02, 1.016E+00, 8.708E-04, 2.760E+01
 2.391E+15, 3.492E-01, 8.349E+14, 3.932E+06, 6.149E+01, 1.278E+00, 1.338E-02, 1.017E+00, 8.243E-04, 2.781E+01
 2.391E+15, 3.551E-01, 8.490E+14, 3.484E+06, 6.168E+01, 1.164E+00, 1.256E-02, 1.018E+00, 7.305E-04, 2.779E+01
 2.391E+15, 3.610E-01, 8.631E+14, 3.298E+06, 6.233E+01, 1.055E+00, 1.183E-02, 1.018E+00, 6.915E-04, 2.797E+01
 2.391E+15, 3.669E-01, 8.771E+14, 3.202E+06, 6.287E+01, 9.498E-01, 1.114E-02, 1.019E+00, 6.714E-04, 2.813E+01
 2.391E+15, 3.728E-01, 8.912E+14, 3.114E+06, 6.341E+01, 8.541E-01, 1.046E-02, 1.020E+00, 6.528E-04, 2.829E+01
 2.391E+15, 3.787E-01, 9.053E+14, 2.941E+06, 6.393E+01, 7.676E-01, 9.811E-03, 1.020E+00, 6.167E-04, 2.845E+01
 2.391E+15, 3.846E-01, 9.194E+14, 2.791E+06, 6.446E+01, 6.903E-01, 9.195E-03, 1.021E+00, 5.851E-04, 2.860E+01
 2.391E+15, 3.905E-01, 9.335E+14, 2.791E+06, 6.446E+01, 6.903E-01, 8.610E-03, 1.021E+00, 5.851E-04, 2.860E+01
 2.391E+15, 3.963E-01, 9.476E+14, 2.617E+06, 6.491E+01, 6.197E-01, 8.025E-03, 1.022E+00, 5.487E-04, 2.872E+01
 2.391E+15, 4.022E-01, 9.617E+14, 2.451E+06, 6.537E+01, 5.559E-01, 7.476E-03, 1.022E+00, 5.138E-04, 2.885E+01
 2.391E+15, 4.081E-01, 9.757E+14, 2.317E+06, 6.572E+01, 5.007E-01, 6.962E-03, 1.023E+00, 4.857E-04, 2.896E+01
 2.391E+15, 4.140E-01, 9.898E+14, 2.187E+06, 6.607E+01, 4.506E-01, 6.476E-03, 1.023E+00, 4.585E-04, 2.907E+01
 2.391E+15, 4.199E-01, 1.004E+15, 1.978E+06, 6.599E+01, 4.062E-01, 6.018E-03, 1.024E+00, 4.147E-04, 2.897E+01
 2.391E+15, 4.258E-01, 1.018E+15, 1.897E+06, 6.639E+01, 3.637E-01, 5.603E-03, 1.024E+00, 3.977E-04, 2.908E+01
 2.391E+15, 4.317E-01, 1.032E+15, 1.777E+06, 6.665E+01, 3.259E-01, 5.205E-03, 1.025E+00, 3.726E-04, 2.916E+01
 2.391E+15, 4.376E-01, 1.046E+15, 1.661E+06, 6.691E+01, 2.920E-01, 4.833E-03, 1.025E+00, 3.482E-04, 2.925E+01
 2.391E+15, 4.435E-01, 1.060E+15, 1.563E+06, 6.707E+01, 2.591E-01, 4.485E-03, 1.025E+00, 3.276E-04, 2.928E+01
 2.391E+15, 4.494E-01, 1.074E+15, 1.469E+06, 6.724E+01, 2.299E-01, 4.157E-03, 1.026E+00, 3.080E-04, 2.931E+01
 2.391E+15, 4.553E-01, 1.088E+15, 1.469E+06, 6.724E+01, 2.299E-01, 3.849E-03, 1.026E+00, 3.080E-04, 2.931E+01
 2.391E+15, 4.612E-01, 1.103E+15, 1.354E+06, 6.736E+01, 2.021E-01, 3.541E-03, 1.026E+00, 2.838E-04, 2.935E+01
 2.391E+15, 4.670E-01, 1.117E+15, 1.268E+06, 6.747E+01, 1.821E-01, 3.257E-03, 1.026E+00, 2.658E-04, 2.938E+01
 2.391E+15, 4.729E-01, 1.131E+15, 1.198E+06, 6.759E+01, 1.615E-01, 2.992E-03, 1.027E+00, 2.511E-04, 2.941E+01
 2.391E+15, 4.788E-01, 1.145E+15, 1.073E+06, 6.724E+01, 1.449E-01, 2.740E-03, 1.027E+00, 2.250E-04, 2.922E+01
 2.391E+15, 4.847E-01, 1.159E+15, 9.926E+05, 6.731E+01, 1.277E-01, 2.515E-03, 1.027E+00, 2.081E-04, 2.922E+01
 2.391E+15, 4.906E-01, 1.173E+15, 9.184E+05, 6.737E+01, 1.126E-01, 2.307E-03, 1.027E+00, 1.925E-04, 2.922E+01
 2.391E+15, 4.965E-01, 1.187E+15, 8.433E+05, 6.740E+01, 9.852E-02, 2.115E-03, 1.027E+00, 1.768E-04, 2.923E+01
 2.391E+15, 5.024E-01, 1.201E+15, 8.433E+05, 6.740E+01, 9.852E-02, 1.938E-03, 1.028E+00, 1.768E-04, 2.923E+01
 2.391E+15, 5.083E-01, 1.215E+15, 7.755E+05, 6.742E+01, 8.627E-02, 1.761E-03, 1.028E+00, 1.626E-04, 2.924E+01
 2.391E+15, 5.142E-01, 1.229E+15, 7.195E+05, 6.744E+01, 7.523E-02, 1.599E-03, 1.028E+00, 1.508E-04, 2.924E+01
 2.391E+15, 5.201E-01, 1.243E+15, 6.663E+05, 6.746E+01, 6.554E-02, 1.448E-03, 1.028E+00, 1.397E-04, 2.924E+01
 2.391E+15, 5.260E-01, 1.257E+15, 6.107E+05, 6.750E+01, 5.687E-02, 1.308E-03, 1.028E+00, 1.280E-04, 2.924E+01
 2.391E+15, 5.319E-01, 1.272E+15, 5.376E+05, 6.706E+01, 5.026E-02, 1.180E-03, 1.028E+00, 1.127E-04, 2.903E+01
 2.391E+15, 5.377E-01, 1.286E+15, 4.878E+05, 6.706E+01, 4.320E-02, 1.067E-03, 1.028E+00, 1.023E-04, 2.903E+01
 2.391E+15, 5.436E-01, 1.300E+15, 4.878E+05, 6.706E+01, 4.320E-02, 9.651E-04, 1.029E+00, 1.023E-04, 2.903E+01
 2.391E+15, 5.495E-01, 1.314E+15, 4.420E+05, 6.705E+01, 3.704E-02, 8.628E-04, 1.029E+00, 9.267E-05, 2.902E+01
 2.391E+15, 5.554E-01, 1.328E+15, 3.968E+05, 6.709E+01, 3.134E-02, 7.701E-04, 1.029E+00, 8.319E-05, 2.902E+01
 2.391E+15, 5.613E-01, 1.342E+15, 3.584E+05, 6.714E+01, 2.660E-02, 6.869E-04, 1.029E+00, 7.514E-05, 2.902E+01
 2.391E+15, 5.672E-01, 1.356E+15, 3.147E+05, 6.711E+01, 2.259E-02, 6.118E-04, 1.029E+00, 6.598E-05, 2.901E+01
 2.391E+15, 5.731E-01, 1.370E+15, 3.147E+05, 6.711E+01, 2.259E-02, 5.458E-04, 1.029E+00, 6.598E-05, 2.901E+01
 2.391E+15, 5.790E-01, 1.384E+15, 2.759E+05, 6.708E+01, 1.915E-02, 4.798E-04, 1.029E+00, 5.785E-05, 2.900E+01
 2.391E+15, 5.849E-01, 1.398E+15, 2.368E+05, 6.655E+01, 1.647E-02, 4.220E-04, 1.029E+00, 4.965E-05, 2.878E+01
 2.391E+15, 5.908E-01, 1.412E+15, 2.102E+05, 6.649E+01, 1.383E-02, 3.723E-04, 1.029E+00, 4.407E-05, 2.878E+01
 2.391E+15, 5.967E-01, 1.426E+15, 1.851E+05, 6.654E+01, 1.124E-02, 3.283E-04, 1.029E+00, 3.881E-05, 2.877E+01
 2.391E+15, 6.026E-01, 1.441E+15, 1.851E+05, 6.654E+01, 1.124E-02, 2.895E-04, 1.029E+00, 3.881E-05, 2.877E+01
 2.391E+15, 6.084E-01, 1.455E+15, 1.629E+05, 6.659E+01, 9.117E-03, 2.506E-04, 1.029E+00, 3.415E-05, 2.876E+01
 2.391E+15, 6.143E-01, 1.469E+15, 1.371E+05, 6.656E+01, 7.526E-03, 2.165E-04, 1.029E+00, 2.875E-05, 2.876E+01
 2.391E+15, 6.202E-01, 1.483E+15, 1.154E+05, 6.653E+01, 6.214E-03, 1.877E-04, 1.029E+00, 2.420E-05, 2.877E+01
 2.391E+15, 6.261E-01, 1.497E+15, 1.154E+05, 6.653E+01, 6.214E-03, 1.635E-04, 1.029E+00, 2.420E-05, 2.877E+01
 2.391E+15, 6.320E-01, 1.511E+15, 9.759E+04, 6.608E+01, 5.167E-03, 1.394E-04, 1.029E+00, 2.046E-05, 2.855E+01
 2.391E+15, 6.379E-01, 1.525E+15, 8.393E+04, 6.610E+01, 4.149E-03, 1.189E-04, 1.029E+00, 1.760E-05, 2.853E+01
 2.391E+15, 6.438E-01, 1.539E+15, 6.864E+04, 6.604E+01, 3.194E-03, 1.013E-04, 1.029E+00, 1.439E-05, 2.853E+01
 2.391E+15, 6.497E-01, 1.553E+15, 5.781E+04, 6.598E+01, 2.476E-03, 8.690E-05, 1.029E+00, 1.212E-05, 2.853E+01
 2.391E+15, 6.556E-01, 1.567E+15, 5.781E+04, 6.598E+01, 2.476E-03, 7.478E-05, 1.029E+00, 1.212E-05, 2.853E+01
 2.391E+15, 6.615E-01, 1.581E+15, 4.833E+04, 6.593E+01, 1.963E-03, 6.266E-05, 1.029E+00, 1.013E-05, 2.850E+01
 2.391E+15, 6.674E-01, 1.596E+15, 3.960E+04, 6.587E+01, 1.559E-03, 5.253E-05, 1.029E+00, 8.303E-06, 2.847E+01
 2.391E+15, 6.733E-01, 1.610E+15, 3.960E+04, 6.587E+01, 1.559E-03, 4.422E-05, 1.029E+00, 8.303E-06, 2.847E+01
 2.391E+15, 6.791E-01, 1.624E+15, 3.185E+04, 6.535E+01, 1.237E-03, 3.592E-05, 1.029E+00, 6.678E-06, 2.827E+01
 2.391E+15, 6.850E-01, 1.638E+15, 2.566E+04, 6.529E+01, 9.329E-04, 2.924E-05, 1.029E+00, 5.379E-06, 2.826E+01
 2.391E+15, 6.909E-01, 1.652E+15, 1.966E+04, 6.526E+01, 6.774E-04, 2.386E-05, 1.029E+00, 4.122E-06, 2.824E+01
 2.391E+15, 6.968E-01, 1.666E+15, 1.966E+04, 6.526E+01, 6.774E-04, 1.974E-05, 1.029E+00, 4.122E-06, 2.824E+01
