ROW NUMBER=20000 (cgs units)
Nr=100
Nz=200
r[cm],z/r,z[cm],n_H[cm**-3],Tgas[K],tauv_star,tauv_zup,tauv_zdn,dtauv_z,Tdust[K]
 4.882E+12, 1.068E+00, 5.214E+12, 5.199E-277, 6.365E+02, 1.000E-300, 4.229E-288, 7.049E+03, 2.226E-289, 3.907E+02
 4.882E+12, 1.074E+00, 5.243E+12, 5.199E-277, 6.342E+02, 1.000E-300, 4.006E-288, 7.049E+03, 2.226E-289, 3.892E+02
 4.882E+12, 1.080E+00, 5.271E+12, 5.199E-277, 6.342E+02, 1.000E-300, 3.784E-288, 7.049E+03, 2.226E-289, 3.892E+02
 4.882E+12, 1.086E+00, 5.300E+12, 5.199E-277, 6.328E+02, 1.000E-300, 3.561E-288, 7.049E+03, 2.226E-289, 3.880E+02
 4.882E+12, 1.092E+00, 5.329E+12, 5.199E-277, 6.328E+02, 1.000E-300, 3.338E-288, 7.049E+03, 2.226E-289, 3.880E+02
 4.882E+12, 1.097E+00, 5.358E+12, 5.199E-277, 6.253E+02, 1.000E-300, 3.116E-288, 7.049E+03, 2.226E-289, 3.825E+02
 4.882E+12, 1.103E+00, 5.386E+12, 5.199E-277, 6.253E+02, 1.000E-300, 2.893E-288, 7.049E+03, 2.226E-289, 3.825E+02
 4.882E+12, 1.109E+00, 5.415E+12, 5.199E-277, 6.231E+02, 1.000E-300, 2.671E-288, 7.049E+03, 2.226E-289, 3.812E+02
 4.882E+12, 1.115E+00, 5.444E+12, 5.199E-277, 6.231E+02, 1.000E-300, 2.448E-288, 7.049E+03, 2.226E-289, 3.812E+02
 4.882E+12, 1.121E+00, 5.473E+12, 5.199E-277, 6.208E+02, 1.000E-300, 2.226E-288, 7.049E+03, 2.226E-289, 3.799E+02
 4.882E+12, 1.127E+00, 5.501E+12, 5.199E-277, 6.208E+02, 1.000E-300, 2.003E-288, 7.049E+03, 2.226E-289, 3.799E+02
 4.882E+12, 1.133E+00, 5.530E+12, 5.199E-277, 6.132E+02, 1.000E-300, 1.781E-288, 7.049E+03, 2.226E-289, 3.745E+02
 4.882E+12, 1.139E+00, 5.559E+12, 5.199E-277, 6.132E+02, 1.000E-300, 1.558E-288, 7.049E+03, 2.226E-289, 3.745E+02
 4.882E+12, 1.145E+00, 5.588E+12, 5.199E-277, 6.115E+02, 1.000E-300, 1.335E-288, 7.049E+03, 2.226E-289, 3.733E+02
 4.882E+12, 1.150E+00, 5.616E+12, 5.199E-277, 6.115E+02, 1.000E-300, 1.113E-288, 7.049E+03, 2.226E-289, 3.733E+02
 4.882E+12, 1.156E+00, 5.645E+12, 5.199E-277, 6.098E+02, 1.000E-300, 8.903E-289, 7.049E+03, 2.226E-289, 3.717E+02
 4.882E+12, 1.162E+00, 5.674E+12, 5.199E-277, 6.098E+02, 1.000E-300, 6.677E-289, 7.049E+03, 2.226E-289, 3.717E+02
 4.882E+12, 1.168E+00, 5.703E+12, 5.199E-277, 6.098E+02, 1.000E-300, 4.451E-289, 7.049E+03, 2.226E-289, 3.717E+02
 4.882E+12, 1.174E+00, 5.732E+12, 5.199E-277, 6.082E+02, 1.000E-300, 2.226E-289, 7.049E+03, 2.226E-289, 3.701E+02
 5.378E+12, 1.600E-03, 8.604E+09, 1.186E+15, 1.884E+02, 2.101E+06, 3.119E+03, 3.679E+03, 5.594E+02, 1.885E+02
 5.378E+12, 7.492E-03, 4.029E+10, 1.135E+15, 1.853E+02, 1.966E+06, 2.560E+03, 4.214E+03, 5.351E+02, 1.853E+02
 5.378E+12, 1.338E-02, 7.197E+10, 1.034E+15, 1.800E+02, 1.680E+06, 2.025E+03, 4.701E+03, 4.876E+02, 1.801E+02
 5.378E+12, 1.928E-02, 1.037E+11, 8.936E+14, 1.772E+02, 1.328E+06, 1.537E+03, 5.123E+03, 4.214E+02, 1.772E+02
 5.378E+12, 2.517E-02, 1.353E+11, 7.217E+14, 1.825E+02, 9.616E+05, 1.116E+03, 5.463E+03, 3.404E+02, 1.825E+02
 5.378E+12, 3.106E-02, 1.670E+11, 5.562E+14, 1.794E+02, 6.476E+05, 7.755E+02, 5.725E+03, 2.623E+02, 1.794E+02
 5.378E+12, 3.695E-02, 1.987E+11, 3.995E+14, 1.876E+02, 3.976E+05, 5.132E+02, 5.914E+03, 1.884E+02, 1.878E+02
 5.378E+12, 4.284E-02, 2.304E+11, 2.736E+14, 1.857E+02, 2.263E+05, 3.248E+02, 6.043E+03, 1.290E+02, 1.861E+02
 5.378E+12, 4.873E-02, 2.621E+11, 1.746E+14, 1.898E+02, 1.185E+05, 1.957E+02, 6.125E+03, 8.234E+01, 1.903E+02
 5.378E+12, 5.463E-02, 2.938E+11, 1.068E+14, 1.960E+02, 5.796E+04, 1.134E+02, 6.176E+03, 5.037E+01, 1.965E+02
 5.378E+12, 6.052E-02, 3.255E+11, 6.747E+13, 1.965E+02, 2.954E+04, 6.301E+01, 6.207E+03, 3.182E+01, 1.971E+02
 5.378E+12, 6.641E-02, 3.571E+11, 3.396E+13, 1.985E+02, 1.151E+04, 3.119E+01, 6.223E+03, 1.602E+01, 1.989E+02
 5.378E+12, 7.230E-02, 3.888E+11, 1.760E+13, 1.999E+02, 4.709E+03, 1.518E+01, 6.232E+03, 8.302E+00, 1.993E+02
 5.378E+12, 7.819E-02, 4.205E+11, 7.616E+12, 2.054E+02, 1.599E+03, 6.876E+00, 6.235E+03, 3.592E+00, 2.033E+02
 5.378E+12, 8.408E-02, 4.522E+11, 3.985E+12, 2.156E+02, 6.753E+02, 3.285E+00, 6.237E+03, 1.880E+00, 2.095E+02
 5.378E+12, 8.998E-02, 4.839E+11, 1.756E+12, 2.270E+02, 2.435E+02, 1.405E+00, 6.238E+03, 8.284E-01, 2.160E+02
 5.378E+12, 9.587E-02, 5.156E+11, 7.396E+11, 2.442E+02, 7.825E+01, 5.769E-01, 6.238E+03, 3.488E-01, 2.273E+02
 5.378E+12, 1.018E-01, 5.473E+11, 2.838E+11, 3.095E+02, 3.007E+01, 2.281E-01, 6.239E+03, 1.338E-01, 2.560E+02
 5.378E+12, 1.077E-01, 5.789E+11, 1.056E+11, 4.386E+02, 1.162E+01, 9.427E-02, 6.239E+03, 4.982E-02, 3.124E+02
 5.378E+12, 1.135E-01, 6.106E+11, 4.597E+10, 5.370E+02, 4.556E+00, 4.445E-02, 6.239E+03, 2.168E-02, 3.591E+02
 5.378E+12, 1.194E-01, 6.423E+11, 2.274E+10, 5.927E+02, 2.307E+00, 2.277E-02, 6.239E+03, 1.072E-02, 3.876E+02
 5.378E+12, 1.253E-01, 6.740E+11, 1.205E+10, 6.351E+02, 1.106E+00, 1.205E-02, 6.239E+03, 5.685E-03, 4.108E+02
 5.378E+12, 1.312E-01, 7.057E+11, 5.956E+09, 6.580E+02, 4.855E-01, 6.361E-03, 6.239E+03, 2.809E-03, 4.211E+02
 5.378E+12, 1.371E-01, 7.374E+11, 3.605E+09, 6.705E+02, 2.624E-01, 3.553E-03, 6.239E+03, 1.700E-03, 4.286E+02
 5.378E+12, 1.430E-01, 7.690E+11, 1.940E+09, 6.837E+02, 1.269E-01, 1.853E-03, 6.239E+03, 9.149E-04, 4.340E+02
 5.378E+12, 1.489E-01, 8.007E+11, 9.296E+08, 6.881E+02, 5.398E-02, 9.377E-04, 6.239E+03, 4.384E-04, 4.370E+02
 5.378E+12, 1.548E-01, 8.324E+11, 5.406E+08, 6.927E+02, 2.886E-02, 4.994E-04, 6.239E+03, 2.550E-04, 4.383E+02
 5.378E+12, 1.607E-01, 8.641E+11, 2.768E+08, 6.962E+02, 1.347E-02, 2.444E-04, 6.239E+03, 1.305E-04, 4.418E+02
 5.378E+12, 1.666E-01, 8.958E+11, 1.270E+08, 6.906E+02, 5.867E-03, 1.139E-04, 6.239E+03, 5.989E-05, 4.371E+02
 5.378E+12, 1.725E-01, 9.275E+11, 6.224E+07, 6.925E+02, 2.655E-03, 5.398E-05, 6.239E+03, 2.935E-05, 4.398E+02
 5.378E+12, 1.784E-01, 9.592E+11, 2.616E+07, 6.994E+02, 1.088E-03, 2.462E-05, 6.239E+03, 1.234E-05, 4.420E+02
 5.378E+12, 1.842E-01, 9.908E+11, 1.381E+07, 6.981E+02, 5.109E-04, 1.228E-05, 6.239E+03, 6.512E-06, 4.415E+02
 5.378E+12, 1.901E-01, 1.023E+12, 7.154E+06, 7.016E+02, 2.502E-04, 5.772E-06, 6.239E+03, 3.374E-06, 4.451E+02
 5.378E+12, 1.960E-01, 1.054E+12, 2.791E+06, 7.028E+02, 9.053E-05, 2.398E-06, 6.239E+03, 1.316E-06, 4.456E+02
 5.378E+12, 2.019E-01, 1.086E+12, 1.390E+06, 7.058E+02, 4.281E-05, 1.082E-06, 6.239E+03, 6.555E-07, 4.476E+02
 5.378E+12, 2.078E-01, 1.118E+12, 5.082E+05, 7.079E+02, 1.465E-05, 4.266E-07, 6.239E+03, 2.397E-07, 4.477E+02
 5.378E+12, 2.137E-01, 1.149E+12, 2.427E+05, 7.098E+02, 6.592E-06, 1.869E-07, 6.239E+03, 1.145E-07, 4.512E+02
 5.378E+12, 2.196E-01, 1.181E+12, 9.748E+04, 7.140E+02, 2.447E-06, 7.244E-08, 6.239E+03, 4.597E-08, 4.518E+02
 5.378E+12, 2.255E-01, 1.213E+12, 3.941E+04, 7.115E+02, 9.027E-07, 2.647E-08, 6.239E+03, 1.858E-08, 4.523E+02
 5.378E+12, 2.314E-01, 1.244E+12, 9.811E+03, 7.168E+02, 2.344E-07, 7.887E-09, 6.239E+03, 4.627E-09, 4.550E+02
 5.378E+12, 2.373E-01, 1.276E+12, 4.469E+03, 7.189E+02, 1.035E-07, 3.260E-09, 6.239E+03, 2.108E-09, 4.561E+02
 5.378E+12, 2.432E-01, 1.308E+12, 1.610E+03, 7.216E+02, 3.577E-08, 1.152E-09, 6.239E+03, 7.591E-10, 4.576E+02
 5.378E+12, 2.491E-01, 1.339E+12, 5.521E+02, 7.233E+02, 1.181E-08, 3.927E-10, 6.239E+03, 2.604E-10, 4.587E+02
 5.378E+12, 2.549E-01, 1.371E+12, 1.886E+02, 7.249E+02, 3.880E-09, 1.324E-10, 6.239E+03, 8.896E-11, 4.597E+02
 5.378E+12, 2.608E-01, 1.403E+12, 6.091E+01, 7.265E+02, 1.209E-09, 4.343E-11, 6.239E+03, 2.873E-11, 4.609E+02
 5.378E+12, 2.667E-01, 1.434E+12, 1.975E+01, 7.281E+02, 3.783E-10, 1.470E-11, 6.239E+03, 9.315E-12, 4.621E+02
 5.378E+12, 2.726E-01, 1.466E+12, 7.984E+00, 7.239E+02, 1.486E-10, 5.388E-12, 6.239E+03, 3.765E-12, 4.583E+02
 5.378E+12, 2.785E-01, 1.498E+12, 2.445E+00, 7.265E+02, 4.399E-11, 1.623E-12, 6.239E+03, 1.153E-12, 4.597E+02
 5.378E+12, 2.844E-01, 1.529E+12, 7.080E-01, 7.279E+02, 1.232E-11, 4.696E-13, 6.239E+03, 3.339E-13, 4.611E+02
 5.378E+12, 2.903E-01, 1.561E+12, 2.098E-01, 7.290E+02, 3.535E-12, 1.357E-13, 6.239E+03, 9.894E-14, 4.624E+02
 5.378E+12, 2.962E-01, 1.593E+12, 5.725E-02, 7.304E+02, 9.123E-13, 3.672E-14, 6.239E+03, 2.700E-14, 4.635E+02
 5.378E+12, 3.021E-01, 1.625E+12, 1.599E-02, 7.322E+02, 2.436E-13, 9.723E-15, 6.239E+03, 7.542E-15, 4.646E+02
 5.378E+12, 3.080E-01, 1.656E+12, 3.585E-03, 7.346E+02, 5.406E-14, 2.181E-15, 6.239E+03, 1.691E-15, 4.662E+02
 5.378E+12, 3.139E-01, 1.688E+12, 7.970E-04, 7.372E+02, 1.188E-14, 4.902E-16, 6.239E+03, 3.759E-16, 4.679E+02
 5.378E+12, 3.198E-01, 1.720E+12, 1.872E-04, 7.388E+02, 2.730E-15, 1.143E-16, 6.239E+03, 8.830E-17, 4.692E+02
 5.378E+12, 3.256E-01, 1.751E+12, 4.537E-05, 7.407E+02, 6.456E-16, 2.598E-17, 6.239E+03, 2.140E-17, 4.704E+02
 5.378E+12, 3.315E-01, 1.783E+12, 7.963E-06, 7.424E+02, 1.106E-16, 4.581E-18, 6.239E+03, 3.755E-18, 4.718E+02
 5.378E+12, 3.374E-01, 1.815E+12, 1.352E-06, 7.441E+02, 1.834E-17, 8.255E-19, 6.239E+03, 6.374E-19, 4.731E+02
 5.378E+12, 3.433E-01, 1.846E+12, 2.826E-07, 7.456E+02, 3.753E-18, 1.881E-19, 6.239E+03, 1.333E-19, 4.741E+02
 5.378E+12, 3.492E-01, 1.878E+12, 9.354E-08, 7.401E+02, 1.219E-18, 5.477E-20, 6.239E+03, 4.411E-20, 4.697E+02
 5.378E+12, 3.551E-01, 1.910E+12, 1.859E-08, 7.416E+02, 2.377E-19, 1.066E-20, 6.239E+03, 8.769E-21, 4.707E+02
 5.378E+12, 3.610E-01, 1.941E+12, 3.585E-09, 7.432E+02, 4.488E-20, 1.891E-21, 6.239E+03, 1.691E-21, 4.718E+02
 5.378E+12, 3.669E-01, 1.973E+12, 3.769E-10, 7.455E+02, 4.627E-21, 2.006E-22, 6.239E+03, 1.777E-22, 4.735E+02
 5.378E+12, 3.728E-01, 2.005E+12, 3.968E-11, 7.478E+02, 4.837E-22, 2.289E-23, 6.239E+03, 1.871E-23, 4.751E+02
 5.378E+12, 3.787E-01, 2.036E+12, 6.596E-12, 7.501E+02, 7.902E-23, 4.177E-24, 6.239E+03, 3.111E-24, 4.761E+02
 5.378E+12, 3.846E-01, 2.068E+12, 1.054E-12, 7.523E+02, 1.244E-23, 1.066E-24, 6.239E+03, 4.971E-25, 4.770E+02
 5.378E+12, 3.905E-01, 2.100E+12, 1.054E-12, 7.523E+02, 1.244E-23, 5.694E-25, 6.239E+03, 4.971E-25, 4.770E+02
 5.378E+12, 3.963E-01, 2.132E+12, 1.357E-13, 7.532E+02, 1.630E-24, 7.228E-26, 6.239E+03, 6.398E-26, 4.778E+02
 5.378E+12, 4.022E-01, 2.163E+12, 1.503E-14, 7.540E+02, 1.917E-25, 8.302E-27, 6.239E+03, 7.090E-27, 4.786E+02
 5.378E+12, 4.081E-01, 2.195E+12, 2.082E-15, 7.553E+02, 2.428E-26, 1.213E-27, 6.239E+03, 9.818E-28, 4.795E+02
 5.378E+12, 4.140E-01, 2.227E+12, 4.588E-16, 7.494E+02, 5.186E-27, 2.308E-28, 6.239E+03, 2.164E-28, 4.749E+02
 5.378E+12, 4.199E-01, 2.258E+12, 2.874E-17, 7.490E+02, 3.225E-28, 1.446E-29, 6.239E+03, 1.356E-29, 4.750E+02
 5.378E+12, 4.258E-01, 2.290E+12, 1.776E-18, 7.487E+02, 1.980E-29, 9.062E-31, 6.239E+03, 8.377E-31, 4.750E+02
 5.378E+12, 4.317E-01, 2.322E+12, 1.338E-19, 7.482E+02, 1.468E-30, 6.845E-32, 6.239E+03, 6.309E-32, 4.749E+02
 5.378E+12, 4.376E-01, 2.353E+12, 1.020E-20, 7.478E+02, 1.103E-31, 5.362E-33, 6.239E+03, 4.810E-33, 4.748E+02
 5.378E+12, 4.435E-01, 2.385E+12, 9.769E-22, 7.485E+02, 1.047E-32, 5.522E-34, 6.239E+03, 4.607E-34, 4.748E+02
 5.378E+12, 4.494E-01, 2.417E+12, 9.484E-23, 7.491E+02, 1.006E-33, 9.151E-35, 6.239E+03, 4.473E-35, 4.748E+02
 5.378E+12, 4.553E-01, 2.448E+12, 9.484E-23, 7.491E+02, 1.006E-33, 4.678E-35, 6.239E+03, 4.473E-35, 4.748E+02
 5.378E+12, 4.612E-01, 2.480E+12, 4.032E-24, 7.487E+02, 4.233E-35, 2.059E-36, 6.239E+03, 1.901E-36, 4.748E+02
 5.378E+12, 4.670E-01, 2.512E+12, 3.067E-25, 7.483E+02, 3.191E-36, 1.575E-37, 6.239E+03, 1.446E-37, 4.748E+02
 5.378E+12, 4.729E-01, 2.543E+12, 2.630E-26, 7.415E+02, 2.747E-37, 1.282E-38, 6.239E+03, 1.240E-38, 4.692E+02
 5.378E+12, 4.788E-01, 2.575E+12, 8.509E-28, 7.413E+02, 8.847E-39, 4.175E-40, 6.239E+03, 4.013E-40, 4.687E+02
 5.378E+12, 4.847E-01, 2.607E+12, 3.280E-29, 7.413E+02, 3.383E-40, 1.617E-41, 6.239E+03, 1.547E-41, 4.687E+02
 5.378E+12, 4.906E-01, 2.638E+12, 1.405E-30, 7.413E+02, 1.440E-41, 7.054E-43, 6.239E+03, 6.626E-43, 4.685E+02
 5.378E+12, 4.965E-01, 2.670E+12, 4.449E-32, 7.405E+02, 4.530E-43, 4.275E-44, 6.239E+03, 2.098E-44, 4.681E+02
 5.378E+12, 5.024E-01, 2.702E+12, 4.449E-32, 7.405E+02, 4.530E-43, 2.177E-44, 6.239E+03, 2.098E-44, 4.681E+02
 5.378E+12, 5.083E-01, 2.734E+12, 1.586E-33, 7.397E+02, 1.605E-44, 7.854E-46, 6.239E+03, 7.478E-46, 4.677E+02
 5.378E+12, 5.142E-01, 2.765E+12, 7.624E-35, 7.390E+02, 7.679E-46, 3.759E-47, 6.239E+03, 3.596E-47, 4.670E+02
 5.378E+12, 5.201E-01, 2.797E+12, 3.373E-36, 7.381E+02, 3.315E-47, 1.634E-48, 6.239E+03, 1.591E-48, 4.662E+02
 5.378E+12, 5.260E-01, 2.829E+12, 9.183E-38, 7.313E+02, 9.347E-49, 4.363E-50, 6.239E+03, 4.331E-50, 4.610E+02
 5.378E+12, 5.319E-01, 2.860E+12, 6.712E-40, 7.309E+02, 6.822E-51, 3.275E-52, 6.239E+03, 3.165E-52, 4.609E+02
 5.378E+12, 5.377E-01, 2.892E+12, 1.155E-41, 7.306E+02, 1.170E-52, 1.099E-53, 6.239E+03, 5.446E-54, 4.601E+02
 5.378E+12, 5.436E-01, 2.924E+12, 1.155E-41, 7.306E+02, 1.170E-52, 5.546E-54, 6.239E+03, 5.446E-54, 4.601E+02
 5.378E+12, 5.495E-01, 2.955E+12, 2.087E-43, 7.304E+02, 2.107E-54, 9.981E-56, 6.239E+03, 9.843E-56, 4.594E+02
 5.378E+12, 5.554E-01, 2.987E+12, 2.895E-45, 7.304E+02, 2.916E-56, 1.384E-57, 6.239E+03, 1.366E-57, 4.592E+02
 5.378E+12, 5.613E-01, 3.019E+12, 3.843E-47, 7.305E+02, 3.860E-58, 1.817E-59, 6.239E+03, 1.812E-59, 4.590E+02
 5.378E+12, 5.672E-01, 3.050E+12, 4.520E-50, 7.292E+02, 4.530E-61, 4.279E-62, 6.239E+03, 2.132E-62, 4.584E+02
 5.378E+12, 5.731E-01, 3.082E+12, 4.520E-50, 7.292E+02, 4.530E-61, 2.147E-62, 6.239E+03, 2.132E-62, 4.584E+02
 5.378E+12, 5.790E-01, 3.114E+12, 3.256E-52, 7.213E+02, 3.327E-63, 1.547E-64, 6.239E+03, 1.536E-64, 4.528E+02
 5.378E+12, 5.849E-01, 3.145E+12, 2.399E-54, 7.209E+02, 2.447E-65, 1.139E-66, 6.239E+03, 1.131E-66, 4.523E+02
 5.378E+12, 5.908E-01, 3.177E+12, 1.658E-56, 7.205E+02, 1.689E-67, 7.898E-69, 6.239E+03, 7.821E-69, 4.517E+02
 5.378E+12, 5.967E-01, 3.209E+12, 8.087E-59, 7.202E+02, 8.229E-70, 7.648E-71, 6.239E+03, 3.814E-71, 4.516E+02
 5.378E+12, 6.026E-01, 3.240E+12, 8.087E-59, 7.202E+02, 8.229E-70, 3.834E-71, 6.239E+03, 3.814E-71, 4.516E+02
 5.378E+12, 6.084E-01, 3.272E+12, 4.283E-61, 7.197E+02, 4.354E-72, 2.020E-73, 6.239E+03, 2.020E-73, 4.516E+02
 5.378E+12, 6.143E-01, 3.304E+12, 1.128E-64, 7.202E+02, 1.150E-75, 5.320E-77, 6.239E+03, 5.319E-77, 4.515E+02
 5.378E+12, 6.202E-01, 3.336E+12, 2.668E-68, 7.206E+02, 2.739E-79, 1.305E-80, 6.239E+03, 1.258E-80, 4.514E+02
 5.378E+12, 6.261E-01, 3.367E+12, 4.978E-70, 7.132E+02, 5.159E-81, 4.701E-82, 6.239E+03, 2.348E-82, 4.457E+02
 5.378E+12, 6.320E-01, 3.399E+12, 4.978E-70, 7.132E+02, 5.159E-81, 2.353E-82, 6.239E+03, 2.348E-82, 4.457E+02
 5.378E+12, 6.379E-01, 3.431E+12, 1.172E-72, 7.127E+02, 1.214E-83, 5.530E-85, 6.239E+03, 5.529E-85, 4.451E+02
 5.378E+12, 6.438E-01, 3.462E+12, 8.350E-77, 7.118E+02, 8.645E-88, 3.938E-89, 6.239E+03, 3.938E-89, 4.447E+02
 5.378E+12, 6.497E-01, 3.494E+12, 4.675E-81, 7.112E+02, 4.838E-92, 4.411E-93, 6.239E+03, 2.205E-93, 4.445E+02
 5.378E+12, 6.556E-01, 3.526E+12, 4.675E-81, 7.112E+02, 4.838E-92, 2.206E-93, 6.239E+03, 2.205E-93, 4.445E+02
 5.378E+12, 6.615E-01, 3.557E+12, 2.959E-84, 7.109E+02, 3.061E-95, 1.396E-96, 6.239E+03, 1.395E-96, 4.441E+02
 5.378E+12, 6.674E-01, 3.589E+12, 2.195E-87, 7.107E+02, 2.271E-98, 1.040E-99, 6.239E+03, 1.035E-99, 4.439E+02
 5.378E+12, 6.733E-01, 3.621E+12, 4.676E-90, 7.026E+02, 4.942E-101, 4.411E-102, 6.239E+03, 2.205E-102, 4.383E+02
 5.378E+12, 6.791E-01, 3.652E+12, 4.676E-90, 7.026E+02, 4.942E-101, 2.206E-102, 6.239E+03, 2.205E-102, 4.383E+02
 5.378E+12, 6.850E-01, 3.684E+12, 6.364E-94, 7.009E+02, 6.724E-105, 3.001E-106, 6.239E+03, 3.001E-106, 4.377E+02
 5.378E+12, 6.909E-01, 3.716E+12, 2.513E-99, 7.013E+02, 2.655E-110, 2.370E-111, 6.239E+03, 1.185E-111, 4.376E+02
 5.378E+12, 6.968E-01, 3.747E+12, 2.513E-99, 7.013E+02, 2.655E-110, 1.185E-111, 6.239E+03, 1.185E-111, 4.376E+02
 5.378E+12, 7.027E-01, 3.779E+12, 9.948E-105, 7.017E+02, 1.051E-115, 4.691E-117, 6.239E+03, 4.691E-117, 4.376E+02
 5.378E+12, 7.086E-01, 3.811E+12, 1.835E-109, 7.009E+02, 1.939E-120, 1.731E-121, 6.239E+03, 8.655E-122, 4.369E+02
 5.378E+12, 7.145E-01, 3.843E+12, 1.835E-109, 7.009E+02, 1.939E-120, 8.660E-122, 6.239E+03, 8.655E-122, 4.369E+02
 5.378E+12, 7.204E-01, 3.874E+12, 1.011E-112, 6.936E+02, 1.091E-123, 4.769E-125, 6.239E+03, 4.769E-125, 4.315E+02
 5.378E+12, 7.263E-01, 3.906E+12, 6.767E-120, 6.926E+02, 7.303E-131, 3.191E-132, 6.239E+03, 3.191E-132, 4.307E+02
 5.378E+12, 7.322E-01, 3.938E+12, 3.085E-127, 6.916E+02, 3.329E-138, 2.910E-139, 6.239E+03, 1.455E-139, 4.299E+02
 5.378E+12, 7.381E-01, 3.969E+12, 3.085E-127, 6.916E+02, 3.329E-138, 1.455E-139, 6.239E+03, 1.455E-139, 4.299E+02
 5.378E+12, 7.440E-01, 4.001E+12, 3.098E-133, 6.904E+02, 3.344E-144, 1.461E-145, 6.239E+03, 1.461E-145, 4.293E+02
 5.378E+12, 7.499E-01, 4.033E+12, 4.281E-139, 6.893E+02, 4.620E-150, 4.038E-151, 6.239E+03, 2.019E-151, 4.287E+02
 5.378E+12, 7.557E-01, 4.064E+12, 4.281E-139, 6.893E+02, 4.620E-150, 2.019E-151, 6.239E+03, 2.019E-151, 4.287E+02
 5.378E+12, 7.616E-01, 4.096E+12, 1.254E-145, 6.886E+02, 1.353E-156, 5.913E-158, 6.239E+03, 5.913E-158, 4.281E+02
 5.378E+12, 7.675E-01, 4.128E+12, 2.237E-150, 6.814E+02, 2.467E-161, 2.110E-162, 6.239E+03, 1.055E-162, 4.229E+02
 5.378E+12, 7.734E-01, 4.159E+12, 2.237E-150, 6.814E+02, 2.467E-161, 1.055E-162, 6.239E+03, 1.055E-162, 4.229E+02
 5.378E+12, 7.793E-01, 4.191E+12, 1.061E-160, 6.803E+02, 1.170E-171, 5.006E-173, 6.239E+03, 5.006E-173, 4.223E+02
 5.378E+12, 7.852E-01, 4.223E+12, 7.408E-171, 6.791E+02, 8.169E-182, 6.988E-183, 6.239E+03, 3.494E-183, 4.216E+02
 5.378E+12, 7.911E-01, 4.254E+12, 7.408E-171, 6.791E+02, 8.169E-182, 3.494E-183, 6.239E+03, 3.494E-183, 4.216E+02
 5.378E+12, 7.970E-01, 4.286E+12, 1.963E-179, 6.793E+02, 2.165E-190, 9.260E-192, 6.239E+03, 9.260E-192, 4.211E+02
 5.378E+12, 8.029E-01, 4.318E+12, 4.099E-188, 6.793E+02, 4.520E-199, 3.866E-200, 6.239E+03, 1.933E-200, 4.206E+02
 5.378E+12, 8.088E-01, 4.349E+12, 4.099E-188, 6.793E+02, 4.520E-199, 1.933E-200, 6.239E+03, 1.933E-200, 4.206E+02
 5.378E+12, 8.147E-01, 4.381E+12, 1.184E-199, 6.715E+02, 1.334E-210, 5.585E-212, 6.239E+03, 5.585E-212, 4.153E+02
 5.378E+12, 8.206E-01, 4.413E+12, 3.236E-213, 6.701E+02, 3.646E-224, 3.052E-225, 6.239E+03, 1.526E-225, 4.146E+02
 5.378E+12, 8.264E-01, 4.445E+12, 3.236E-213, 6.701E+02, 3.646E-224, 1.526E-225, 6.239E+03, 1.526E-225, 4.146E+02
 5.378E+12, 8.323E-01, 4.476E+12, 1.140E-226, 6.691E+02, 1.285E-237, 5.378E-239, 6.239E+03, 5.378E-239, 4.138E+02
 5.378E+12, 8.382E-01, 4.508E+12, 1.351E-239, 6.681E+02, 1.522E-250, 1.274E-251, 6.239E+03, 6.371E-252, 4.131E+02
 5.378E+12, 8.441E-01, 4.540E+12, 1.351E-239, 6.681E+02, 1.522E-250, 6.371E-252, 6.239E+03, 6.371E-252, 4.131E+02
 5.378E+12, 8.500E-01, 4.571E+12, 4.516E-255, 6.611E+02, 5.685E-272, 2.130E-267, 6.239E+03, 2.130E-267, 4.080E+02
 5.378E+12, 8.559E-01, 4.603E+12, 5.277E-276, 6.602E+02, 6.642E-293, 1.805E-287, 6.239E+03, 2.488E-288, 4.073E+02
 5.378E+12, 8.618E-01, 4.635E+12, 5.277E-276, 6.602E+02, 6.642E-293, 1.556E-287, 6.239E+03, 2.488E-288, 4.073E+02
 5.378E+12, 8.677E-01, 4.666E+12, 6.000E-277, 6.591E+02, 3.047E-300, 1.307E-287, 6.239E+03, 2.830E-289, 4.063E+02
 5.378E+12, 8.736E-01, 4.698E+12, 6.000E-277, 6.591E+02, 3.047E-300, 1.279E-287, 6.239E+03, 2.830E-289, 4.063E+02
 5.378E+12, 8.795E-01, 4.730E+12, 5.199E-277, 6.578E+02, 1.000E-300, 1.250E-287, 6.239E+03, 2.452E-289, 4.054E+02
 5.378E+12, 8.854E-01, 4.761E+12, 5.199E-277, 6.578E+02, 1.000E-300, 1.226E-287, 6.239E+03, 2.452E-289, 4.054E+02
 5.378E+12, 8.913E-01, 4.793E+12, 5.199E-277, 6.565E+02, 1.000E-300, 1.201E-287, 6.239E+03, 2.452E-289, 4.045E+02
 5.378E+12, 8.971E-01, 4.825E+12, 5.199E-277, 6.490E+02, 1.000E-300, 1.177E-287, 6.239E+03, 2.452E-289, 3.993E+02
 5.378E+12, 9.030E-01, 4.856E+12, 5.199E-277, 6.490E+02, 1.000E-300, 1.152E-287, 6.239E+03, 2.452E-289, 3.993E+02
